Id,Month,Day,Date,WeekDay,Time,Calories
1503960366,4,14,2016-04-14,Thursday,05:00:00,47
1503960366,4,14,2016-04-14,Thursday,06:00:00,47
1503960366,4,14,2016-04-14,Thursday,07:00:00,47
1503960366,4,14,2016-04-14,Thursday,08:00:00,47
1503960366,4,14,2016-04-14,Thursday,09:00:00,93
1503960366,4,14,2016-04-14,Thursday,10:00:00,109
1503960366,4,14,2016-04-14,Thursday,11:00:00,64
1503960366,4,14,2016-04-14,Thursday,12:00:00,85
1503960366,4,14,2016-04-14,Thursday,13:00:00,137
1503960366,4,14,2016-04-14,Thursday,14:00:00,113
1503960366,4,14,2016-04-14,Thursday,15:00:00,66
1503960366,4,14,2016-04-14,Thursday,16:00:00,88
1503960366,4,14,2016-04-14,Thursday,17:00:00,61
1503960366,4,14,2016-04-14,Thursday,18:00:00,72
1503960366,4,14,2016-04-14,Thursday,19:00:00,55
1503960366,4,14,2016-04-14,Thursday,20:00:00,91
1503960366,4,14,2016-04-14,Thursday,21:00:00,174
1503960366,4,14,2016-04-14,Thursday,22:00:00,79
1503960366,4,14,2016-04-14,Thursday,23:00:00,50
1503960366,4,15,2016-04-15,Friday,00:00:00,60
1503960366,4,15,2016-04-15,Friday,01:00:00,58
1503960366,4,15,2016-04-15,Friday,02:00:00,59
1503960366,4,15,2016-04-15,Friday,03:00:00,47
1503960366,4,15,2016-04-15,Friday,04:00:00,47
1503960366,4,15,2016-04-15,Friday,05:00:00,49
1503960366,4,15,2016-04-15,Friday,06:00:00,47
1503960366,4,15,2016-04-15,Friday,07:00:00,49
1503960366,4,15,2016-04-15,Friday,08:00:00,54
1503960366,4,15,2016-04-15,Friday,09:00:00,50
1503960366,4,15,2016-04-15,Friday,10:00:00,63
1503960366,4,15,2016-04-15,Friday,11:00:00,84
1503960366,4,15,2016-04-15,Friday,12:00:00,74
1503960366,4,15,2016-04-15,Friday,13:00:00,67
1503960366,4,15,2016-04-15,Friday,14:00:00,47
1503960366,4,15,2016-04-15,Friday,15:00:00,47
1503960366,4,15,2016-04-15,Friday,16:00:00,47
1503960366,4,15,2016-04-15,Friday,17:00:00,140
1503960366,4,15,2016-04-15,Friday,18:00:00,87
1503960366,4,15,2016-04-15,Friday,19:00:00,97
1503960366,4,15,2016-04-15,Friday,20:00:00,64
1503960366,4,15,2016-04-15,Friday,21:00:00,75
1503960366,4,15,2016-04-15,Friday,22:00:00,151
1503960366,4,15,2016-04-15,Friday,23:00:00,182
1503960366,4,16,2016-04-16,Saturday,00:00:00,77
1503960366,4,16,2016-04-16,Saturday,01:00:00,48
1503960366,4,16,2016-04-16,Saturday,02:00:00,52
1503960366,4,16,2016-04-16,Saturday,03:00:00,48
1503960366,4,16,2016-04-16,Saturday,04:00:00,49
1503960366,4,16,2016-04-16,Saturday,05:00:00,49
1503960366,4,16,2016-04-16,Saturday,06:00:00,48
1503960366,4,16,2016-04-16,Saturday,07:00:00,54
1503960366,4,16,2016-04-16,Saturday,08:00:00,62
1503960366,4,16,2016-04-16,Saturday,09:00:00,124
1503960366,4,16,2016-04-16,Saturday,10:00:00,110
1503960366,4,16,2016-04-16,Saturday,11:00:00,147
1503960366,4,16,2016-04-16,Saturday,12:00:00,119
1503960366,4,16,2016-04-16,Saturday,13:00:00,214
1503960366,4,16,2016-04-16,Saturday,14:00:00,82
1503960366,4,16,2016-04-16,Saturday,15:00:00,51
1503960366,4,16,2016-04-16,Saturday,16:00:00,54
1503960366,4,16,2016-04-16,Saturday,17:00:00,79
1503960366,4,16,2016-04-16,Saturday,18:00:00,65
1503960366,4,16,2016-04-16,Saturday,19:00:00,67
1503960366,4,16,2016-04-16,Saturday,20:00:00,81
1503960366,4,16,2016-04-16,Saturday,21:00:00,75
1503960366,4,16,2016-04-16,Saturday,22:00:00,55
1503960366,4,16,2016-04-16,Saturday,23:00:00,56
1503960366,4,17,2016-04-17,Sunday,00:00:00,47
1503960366,4,17,2016-04-17,Sunday,01:00:00,48
1503960366,4,17,2016-04-17,Sunday,02:00:00,47
1503960366,4,17,2016-04-17,Sunday,03:00:00,49
1503960366,4,17,2016-04-17,Sunday,04:00:00,48
1503960366,4,17,2016-04-17,Sunday,05:00:00,48
1503960366,4,17,2016-04-17,Sunday,06:00:00,48
1503960366,4,17,2016-04-17,Sunday,07:00:00,48
1503960366,4,17,2016-04-17,Sunday,08:00:00,48
1503960366,4,17,2016-04-17,Sunday,09:00:00,48
1503960366,4,17,2016-04-17,Sunday,10:00:00,47
1503960366,4,17,2016-04-17,Sunday,11:00:00,63
1503960366,4,17,2016-04-17,Sunday,12:00:00,76
1503960366,4,17,2016-04-17,Sunday,13:00:00,83
1503960366,4,17,2016-04-17,Sunday,14:00:00,69
1503960366,4,17,2016-04-17,Sunday,15:00:00,73
1503960366,4,17,2016-04-17,Sunday,16:00:00,57
1503960366,4,17,2016-04-17,Sunday,17:00:00,174
1503960366,4,17,2016-04-17,Sunday,18:00:00,136
1503960366,4,17,2016-04-17,Sunday,19:00:00,95
1503960366,4,17,2016-04-17,Sunday,20:00:00,191
1503960366,4,17,2016-04-17,Sunday,21:00:00,79
1503960366,4,17,2016-04-17,Sunday,22:00:00,58
1503960366,4,17,2016-04-17,Sunday,23:00:00,50
1503960366,4,18,2016-04-18,Monday,00:00:00,82
1503960366,4,18,2016-04-18,Monday,01:00:00,48
1503960366,4,18,2016-04-18,Monday,02:00:00,47
1503960366,4,18,2016-04-18,Monday,03:00:00,47
1503960366,4,18,2016-04-18,Monday,04:00:00,47
1503960366,4,18,2016-04-18,Monday,05:00:00,47
1503960366,4,18,2016-04-18,Monday,06:00:00,47
1503960366,4,18,2016-04-18,Monday,07:00:00,47
1503960366,4,18,2016-04-18,Monday,08:00:00,47
1503960366,4,18,2016-04-18,Monday,09:00:00,133
1503960366,4,18,2016-04-18,Monday,10:00:00,81
1503960366,4,18,2016-04-18,Monday,11:00:00,73
1503960366,4,18,2016-04-18,Monday,12:00:00,118
1503960366,4,18,2016-04-18,Monday,13:00:00,70
1503960366,4,18,2016-04-18,Monday,14:00:00,64
1503960366,4,18,2016-04-18,Monday,15:00:00,80
1503960366,4,18,2016-04-18,Monday,16:00:00,78
1503960366,4,18,2016-04-18,Monday,17:00:00,79
1503960366,4,18,2016-04-18,Monday,18:00:00,234
1503960366,4,18,2016-04-18,Monday,19:00:00,157
1503960366,4,18,2016-04-18,Monday,20:00:00,57
1503960366,4,18,2016-04-18,Monday,21:00:00,68
1503960366,4,18,2016-04-18,Monday,22:00:00,86
1503960366,4,18,2016-04-18,Monday,23:00:00,83
1503960366,4,19,2016-04-19,Tuesday,00:00:00,47
1503960366,4,19,2016-04-19,Tuesday,01:00:00,49
1503960366,4,19,2016-04-19,Tuesday,02:00:00,47
1503960366,4,19,2016-04-19,Tuesday,03:00:00,50
1503960366,4,19,2016-04-19,Tuesday,04:00:00,47
1503960366,4,19,2016-04-19,Tuesday,05:00:00,47
1503960366,4,19,2016-04-19,Tuesday,06:00:00,49
1503960366,4,19,2016-04-19,Tuesday,07:00:00,75
1503960366,4,19,2016-04-19,Tuesday,08:00:00,130
1503960366,4,19,2016-04-19,Tuesday,09:00:00,79
1503960366,4,19,2016-04-19,Tuesday,10:00:00,75
1503960366,4,19,2016-04-19,Tuesday,11:00:00,72
1503960366,4,19,2016-04-19,Tuesday,12:00:00,143
1503960366,4,19,2016-04-19,Tuesday,13:00:00,171
1503960366,4,19,2016-04-19,Tuesday,14:00:00,76
1503960366,4,19,2016-04-19,Tuesday,15:00:00,72
1503960366,4,19,2016-04-19,Tuesday,16:00:00,71
1503960366,4,19,2016-04-19,Tuesday,17:00:00,90
1503960366,4,19,2016-04-19,Tuesday,18:00:00,120
1503960366,4,19,2016-04-19,Tuesday,19:00:00,93
1503960366,4,19,2016-04-19,Tuesday,20:00:00,159
1503960366,4,19,2016-04-19,Tuesday,21:00:00,94
1503960366,4,19,2016-04-19,Tuesday,22:00:00,58
1503960366,4,19,2016-04-19,Tuesday,23:00:00,120
1503960366,4,20,2016-04-20,Wednesday,00:00:00,54
1503960366,4,20,2016-04-20,Wednesday,01:00:00,53
1503960366,4,20,2016-04-20,Wednesday,02:00:00,47
1503960366,4,20,2016-04-20,Wednesday,03:00:00,48
1503960366,4,20,2016-04-20,Wednesday,04:00:00,48
1503960366,4,20,2016-04-20,Wednesday,05:00:00,47
1503960366,4,20,2016-04-20,Wednesday,06:00:00,48
1503960366,4,20,2016-04-20,Wednesday,07:00:00,51
1503960366,4,20,2016-04-20,Wednesday,08:00:00,70
1503960366,4,20,2016-04-20,Wednesday,09:00:00,144
1503960366,4,20,2016-04-20,Wednesday,10:00:00,79
1503960366,4,20,2016-04-20,Wednesday,11:00:00,58
1503960366,4,20,2016-04-20,Wednesday,12:00:00,64
1503960366,4,20,2016-04-20,Wednesday,13:00:00,61
1503960366,4,20,2016-04-20,Wednesday,14:00:00,113
1503960366,4,20,2016-04-20,Wednesday,15:00:00,97
1503960366,4,20,2016-04-20,Wednesday,16:00:00,70
1503960366,4,20,2016-04-20,Wednesday,17:00:00,57
1503960366,4,20,2016-04-20,Wednesday,18:00:00,114
1503960366,4,20,2016-04-20,Wednesday,19:00:00,117
1503960366,4,20,2016-04-20,Wednesday,20:00:00,80
1503960366,4,20,2016-04-20,Wednesday,21:00:00,83
1503960366,4,20,2016-04-20,Wednesday,22:00:00,62
1503960366,4,20,2016-04-20,Wednesday,23:00:00,120
1503960366,4,21,2016-04-21,Thursday,00:00:00,54
1503960366,4,21,2016-04-21,Thursday,01:00:00,61
1503960366,4,21,2016-04-21,Thursday,02:00:00,55
1503960366,4,21,2016-04-21,Thursday,03:00:00,48
1503960366,4,21,2016-04-21,Thursday,04:00:00,47
1503960366,4,21,2016-04-21,Thursday,05:00:00,47
1503960366,4,21,2016-04-21,Thursday,06:00:00,48
1503960366,4,21,2016-04-21,Thursday,07:00:00,52
1503960366,4,21,2016-04-21,Thursday,08:00:00,71
1503960366,4,21,2016-04-21,Thursday,09:00:00,133
1503960366,4,21,2016-04-21,Thursday,10:00:00,77
1503960366,4,21,2016-04-21,Thursday,11:00:00,55
1503960366,4,21,2016-04-21,Thursday,12:00:00,73
1503960366,4,21,2016-04-21,Thursday,13:00:00,113
1503960366,4,21,2016-04-21,Thursday,14:00:00,58
1503960366,4,21,2016-04-21,Thursday,15:00:00,68
1503960366,4,21,2016-04-21,Thursday,16:00:00,60
1503960366,4,21,2016-04-21,Thursday,17:00:00,60
1503960366,4,21,2016-04-21,Thursday,18:00:00,69
1503960366,4,21,2016-04-21,Thursday,19:00:00,64
1503960366,4,21,2016-04-21,Thursday,20:00:00,213
1503960366,4,21,2016-04-21,Thursday,21:00:00,104
1503960366,4,21,2016-04-21,Thursday,22:00:00,63
1503960366,4,21,2016-04-21,Thursday,23:00:00,84
1503960366,4,22,2016-04-22,Friday,00:00:00,47
1503960366,4,22,2016-04-22,Friday,01:00:00,47
1503960366,4,22,2016-04-22,Friday,02:00:00,47
1503960366,4,22,2016-04-22,Friday,03:00:00,47
1503960366,4,22,2016-04-22,Friday,04:00:00,47
1503960366,4,22,2016-04-22,Friday,05:00:00,47
1503960366,4,22,2016-04-22,Friday,06:00:00,47
1503960366,4,22,2016-04-22,Friday,07:00:00,47
1503960366,4,22,2016-04-22,Friday,08:00:00,47
1503960366,4,22,2016-04-22,Friday,09:00:00,65
1503960366,4,22,2016-04-22,Friday,10:00:00,54
1503960366,4,22,2016-04-22,Friday,11:00:00,102
1503960366,4,22,2016-04-22,Friday,12:00:00,57
1503960366,4,22,2016-04-22,Friday,13:00:00,60
1503960366,4,22,2016-04-22,Friday,14:00:00,54
1503960366,4,22,2016-04-22,Friday,15:00:00,66
1503960366,4,22,2016-04-22,Friday,16:00:00,58
1503960366,4,22,2016-04-22,Friday,17:00:00,104
1503960366,4,22,2016-04-22,Friday,18:00:00,87
1503960366,4,22,2016-04-22,Friday,19:00:00,82
1503960366,4,22,2016-04-22,Friday,20:00:00,71
1503960366,4,22,2016-04-22,Friday,21:00:00,311
1503960366,4,22,2016-04-22,Friday,22:00:00,95
1503960366,4,22,2016-04-22,Friday,23:00:00,136
1503960366,4,23,2016-04-23,Saturday,00:00:00,63
1503960366,4,23,2016-04-23,Saturday,01:00:00,47
1503960366,4,23,2016-04-23,Saturday,02:00:00,49
1503960366,4,23,2016-04-23,Saturday,03:00:00,47
1503960366,4,23,2016-04-23,Saturday,04:00:00,47
1503960366,4,23,2016-04-23,Saturday,05:00:00,48
1503960366,4,23,2016-04-23,Saturday,06:00:00,50
1503960366,4,23,2016-04-23,Saturday,07:00:00,48
1503960366,4,23,2016-04-23,Saturday,08:00:00,59
1503960366,4,23,2016-04-23,Saturday,09:00:00,75
1503960366,4,23,2016-04-23,Saturday,10:00:00,56
1503960366,4,23,2016-04-23,Saturday,11:00:00,84
1503960366,4,23,2016-04-23,Saturday,12:00:00,129
1503960366,4,23,2016-04-23,Saturday,13:00:00,129
1503960366,4,23,2016-04-23,Saturday,14:00:00,78
1503960366,4,23,2016-04-23,Saturday,15:00:00,73
1503960366,4,23,2016-04-23,Saturday,16:00:00,140
1503960366,4,23,2016-04-23,Saturday,17:00:00,121
1503960366,4,23,2016-04-23,Saturday,18:00:00,173
1503960366,4,23,2016-04-23,Saturday,19:00:00,51
1503960366,4,23,2016-04-23,Saturday,20:00:00,63
1503960366,4,23,2016-04-23,Saturday,21:00:00,162
1503960366,4,23,2016-04-23,Saturday,22:00:00,96
1503960366,4,23,2016-04-23,Saturday,23:00:00,60
1503960366,4,24,2016-04-24,Sunday,00:00:00,66
1503960366,4,24,2016-04-24,Sunday,01:00:00,54
1503960366,4,24,2016-04-24,Sunday,02:00:00,48
1503960366,4,24,2016-04-24,Sunday,03:00:00,48
1503960366,4,24,2016-04-24,Sunday,04:00:00,49
1503960366,4,24,2016-04-24,Sunday,05:00:00,48
1503960366,4,24,2016-04-24,Sunday,06:00:00,49
1503960366,4,24,2016-04-24,Sunday,07:00:00,47
1503960366,4,24,2016-04-24,Sunday,08:00:00,49
1503960366,4,24,2016-04-24,Sunday,09:00:00,59
1503960366,4,24,2016-04-24,Sunday,10:00:00,90
1503960366,4,24,2016-04-24,Sunday,11:00:00,67
1503960366,4,24,2016-04-24,Sunday,12:00:00,82
1503960366,4,24,2016-04-24,Sunday,13:00:00,74
1503960366,4,24,2016-04-24,Sunday,14:00:00,52
1503960366,4,24,2016-04-24,Sunday,15:00:00,52
1503960366,4,24,2016-04-24,Sunday,16:00:00,102
1503960366,4,24,2016-04-24,Sunday,17:00:00,86
1503960366,4,24,2016-04-24,Sunday,18:00:00,115
1503960366,4,24,2016-04-24,Sunday,19:00:00,270
1503960366,4,24,2016-04-24,Sunday,20:00:00,76
1503960366,4,24,2016-04-24,Sunday,21:00:00,74
1503960366,4,24,2016-04-24,Sunday,22:00:00,61
1503960366,4,24,2016-04-24,Sunday,23:00:00,72
1503960366,4,25,2016-04-25,Monday,00:00:00,62
1503960366,4,25,2016-04-25,Monday,01:00:00,53
1503960366,4,25,2016-04-25,Monday,02:00:00,57
1503960366,4,25,2016-04-25,Monday,03:00:00,47
1503960366,4,25,2016-04-25,Monday,04:00:00,50
1503960366,4,25,2016-04-25,Monday,05:00:00,49
1503960366,4,25,2016-04-25,Monday,06:00:00,47
1503960366,4,25,2016-04-25,Monday,07:00:00,52
1503960366,4,25,2016-04-25,Monday,08:00:00,83
1503960366,4,25,2016-04-25,Monday,09:00:00,146
1503960366,4,25,2016-04-25,Monday,10:00:00,73
1503960366,4,25,2016-04-25,Monday,11:00:00,121
1503960366,4,25,2016-04-25,Monday,12:00:00,92
1503960366,4,25,2016-04-25,Monday,13:00:00,75
1503960366,4,25,2016-04-25,Monday,14:00:00,62
1503960366,4,25,2016-04-25,Monday,15:00:00,76
1503960366,4,25,2016-04-25,Monday,16:00:00,71
1503960366,4,25,2016-04-25,Monday,17:00:00,67
1503960366,4,25,2016-04-25,Monday,18:00:00,61
1503960366,4,25,2016-04-25,Monday,19:00:00,182
1503960366,4,25,2016-04-25,Monday,20:00:00,95
1503960366,4,25,2016-04-25,Monday,21:00:00,267
1503960366,4,25,2016-04-25,Monday,22:00:00,68
1503960366,4,25,2016-04-25,Monday,23:00:00,54
1503960366,4,26,2016-04-26,Tuesday,00:00:00,56
1503960366,4,26,2016-04-26,Tuesday,01:00:00,66
1503960366,4,26,2016-04-26,Tuesday,02:00:00,51
1503960366,4,26,2016-04-26,Tuesday,03:00:00,64
1503960366,4,26,2016-04-26,Tuesday,04:00:00,48
1503960366,4,26,2016-04-26,Tuesday,05:00:00,49
1503960366,4,26,2016-04-26,Tuesday,06:00:00,48
1503960366,4,26,2016-04-26,Tuesday,07:00:00,52
1503960366,4,26,2016-04-26,Tuesday,08:00:00,67
1503960366,4,26,2016-04-26,Tuesday,09:00:00,139
1503960366,4,26,2016-04-26,Tuesday,10:00:00,92
1503960366,4,26,2016-04-26,Tuesday,11:00:00,78
1503960366,4,26,2016-04-26,Tuesday,12:00:00,74
1503960366,4,26,2016-04-26,Tuesday,13:00:00,126
1503960366,4,26,2016-04-26,Tuesday,14:00:00,142
1503960366,4,26,2016-04-26,Tuesday,15:00:00,74
1503960366,4,26,2016-04-26,Tuesday,16:00:00,93
1503960366,4,26,2016-04-26,Tuesday,17:00:00,60
1503960366,4,26,2016-04-26,Tuesday,18:00:00,169
1503960366,4,26,2016-04-26,Tuesday,19:00:00,73
1503960366,4,26,2016-04-26,Tuesday,20:00:00,127
1503960366,4,26,2016-04-26,Tuesday,21:00:00,79
1503960366,4,26,2016-04-26,Tuesday,22:00:00,66
1503960366,4,26,2016-04-26,Tuesday,23:00:00,80
1503960366,4,27,2016-04-27,Wednesday,00:00:00,68
1503960366,4,27,2016-04-27,Wednesday,01:00:00,59
1503960366,4,27,2016-04-27,Wednesday,02:00:00,53
1503960366,4,27,2016-04-27,Wednesday,03:00:00,47
1503960366,4,27,2016-04-27,Wednesday,04:00:00,47
1503960366,4,27,2016-04-27,Wednesday,05:00:00,47
1503960366,4,27,2016-04-27,Wednesday,06:00:00,47
1503960366,4,27,2016-04-27,Wednesday,07:00:00,47
1503960366,4,27,2016-04-27,Wednesday,08:00:00,47
1503960366,4,27,2016-04-27,Wednesday,09:00:00,149
1503960366,4,27,2016-04-27,Wednesday,10:00:00,93
1503960366,4,27,2016-04-27,Wednesday,11:00:00,100
1503960366,4,27,2016-04-27,Wednesday,12:00:00,89
1503960366,4,27,2016-04-27,Wednesday,13:00:00,76
1503960366,4,27,2016-04-27,Wednesday,14:00:00,150
1503960366,4,27,2016-04-27,Wednesday,15:00:00,63
1503960366,4,27,2016-04-27,Wednesday,16:00:00,64
1503960366,4,27,2016-04-27,Wednesday,17:00:00,73
1503960366,4,27,2016-04-27,Wednesday,18:00:00,178
1503960366,4,27,2016-04-27,Wednesday,19:00:00,318
1503960366,4,27,2016-04-27,Wednesday,20:00:00,174
1503960366,4,27,2016-04-27,Wednesday,21:00:00,76
1503960366,4,27,2016-04-27,Wednesday,22:00:00,47
1503960366,4,27,2016-04-27,Wednesday,23:00:00,47
1503960366,4,28,2016-04-28,Thursday,00:00:00,47
1503960366,4,28,2016-04-28,Thursday,01:00:00,62
1503960366,4,28,2016-04-28,Thursday,02:00:00,48
1503960366,4,28,2016-04-28,Thursday,03:00:00,47
1503960366,4,28,2016-04-28,Thursday,04:00:00,48
1503960366,4,28,2016-04-28,Thursday,05:00:00,47
1503960366,4,28,2016-04-28,Thursday,06:00:00,48
1503960366,4,28,2016-04-28,Thursday,07:00:00,49
1503960366,4,28,2016-04-28,Thursday,08:00:00,63
1503960366,4,28,2016-04-28,Thursday,09:00:00,116
1503960366,4,28,2016-04-28,Thursday,10:00:00,105
1503960366,4,28,2016-04-28,Thursday,11:00:00,73
1503960366,4,28,2016-04-28,Thursday,12:00:00,78
1503960366,4,28,2016-04-28,Thursday,13:00:00,108
1503960366,4,28,2016-04-28,Thursday,14:00:00,124
1503960366,4,28,2016-04-28,Thursday,15:00:00,61
1503960366,4,28,2016-04-28,Thursday,16:00:00,81
1503960366,4,28,2016-04-28,Thursday,17:00:00,72
1503960366,4,28,2016-04-28,Thursday,18:00:00,138
1503960366,4,28,2016-04-28,Thursday,19:00:00,56
1503960366,4,28,2016-04-28,Thursday,20:00:00,151
1503960366,4,28,2016-04-28,Thursday,21:00:00,103
1503960366,4,28,2016-04-28,Thursday,22:00:00,55
1503960366,4,28,2016-04-28,Thursday,23:00:00,121
1503960366,4,29,2016-04-29,Friday,00:00:00,65
1503960366,4,29,2016-04-29,Friday,01:00:00,49
1503960366,4,29,2016-04-29,Friday,02:00:00,54
1503960366,4,29,2016-04-29,Friday,03:00:00,47
1503960366,4,29,2016-04-29,Friday,04:00:00,47
1503960366,4,29,2016-04-29,Friday,05:00:00,48
1503960366,4,29,2016-04-29,Friday,06:00:00,47
1503960366,4,29,2016-04-29,Friday,07:00:00,52
1503960366,4,29,2016-04-29,Friday,08:00:00,67
1503960366,4,29,2016-04-29,Friday,09:00:00,142
1503960366,4,29,2016-04-29,Friday,10:00:00,60
1503960366,4,29,2016-04-29,Friday,11:00:00,60
1503960366,4,29,2016-04-29,Friday,12:00:00,65
1503960366,4,29,2016-04-29,Friday,13:00:00,62
1503960366,4,29,2016-04-29,Friday,14:00:00,136
1503960366,4,29,2016-04-29,Friday,15:00:00,110
1503960366,4,29,2016-04-29,Friday,16:00:00,73
1503960366,4,29,2016-04-29,Friday,17:00:00,75
1503960366,4,29,2016-04-29,Friday,18:00:00,60
1503960366,4,29,2016-04-29,Friday,19:00:00,71
1503960366,4,29,2016-04-29,Friday,20:00:00,80
1503960366,4,29,2016-04-29,Friday,21:00:00,118
1503960366,4,29,2016-04-29,Friday,22:00:00,111
1503960366,4,29,2016-04-29,Friday,23:00:00,140
1503960366,4,30,2016-04-30,Saturday,00:00:00,51
1503960366,4,30,2016-04-30,Saturday,01:00:00,57
1503960366,4,30,2016-04-30,Saturday,02:00:00,47
1503960366,4,30,2016-04-30,Saturday,03:00:00,49
1503960366,4,30,2016-04-30,Saturday,04:00:00,47
1503960366,4,30,2016-04-30,Saturday,05:00:00,48
1503960366,4,30,2016-04-30,Saturday,06:00:00,48
1503960366,4,30,2016-04-30,Saturday,07:00:00,48
1503960366,4,30,2016-04-30,Saturday,08:00:00,52
1503960366,4,30,2016-04-30,Saturday,09:00:00,64
1503960366,4,30,2016-04-30,Saturday,10:00:00,72
1503960366,4,30,2016-04-30,Saturday,11:00:00,62
1503960366,4,30,2016-04-30,Saturday,12:00:00,58
1503960366,4,30,2016-04-30,Saturday,13:00:00,65
1503960366,4,30,2016-04-30,Saturday,14:00:00,85
1503960366,4,30,2016-04-30,Saturday,15:00:00,94
1503960366,4,30,2016-04-30,Saturday,16:00:00,203
1503960366,4,30,2016-04-30,Saturday,17:00:00,160
1503960366,4,30,2016-04-30,Saturday,18:00:00,159
1503960366,4,30,2016-04-30,Saturday,19:00:00,60
1503960366,4,30,2016-04-30,Saturday,20:00:00,62
1503960366,4,30,2016-04-30,Saturday,21:00:00,96
1503960366,4,30,2016-04-30,Saturday,22:00:00,144
1503960366,4,30,2016-04-30,Saturday,23:00:00,116
1503960366,5,1,2016-05-01,Sunday,00:00:00,64
1503960366,5,1,2016-05-01,Sunday,01:00:00,60
1503960366,5,1,2016-05-01,Sunday,02:00:00,50
1503960366,5,1,2016-05-01,Sunday,03:00:00,48
1503960366,5,1,2016-05-01,Sunday,04:00:00,47
1503960366,5,1,2016-05-01,Sunday,05:00:00,48
1503960366,5,1,2016-05-01,Sunday,06:00:00,47
1503960366,5,1,2016-05-01,Sunday,07:00:00,52
1503960366,5,1,2016-05-01,Sunday,08:00:00,56
1503960366,5,1,2016-05-01,Sunday,09:00:00,67
1503960366,5,1,2016-05-01,Sunday,10:00:00,61
1503960366,5,1,2016-05-01,Sunday,11:00:00,65
1503960366,5,1,2016-05-01,Sunday,12:00:00,66
1503960366,5,1,2016-05-01,Sunday,13:00:00,57
1503960366,5,1,2016-05-01,Sunday,14:00:00,91
1503960366,5,1,2016-05-01,Sunday,15:00:00,81
1503960366,5,1,2016-05-01,Sunday,16:00:00,97
1503960366,5,1,2016-05-01,Sunday,17:00:00,108
1503960366,5,1,2016-05-01,Sunday,18:00:00,159
1503960366,5,1,2016-05-01,Sunday,19:00:00,71
1503960366,5,1,2016-05-01,Sunday,20:00:00,59
1503960366,5,1,2016-05-01,Sunday,21:00:00,86
1503960366,5,1,2016-05-01,Sunday,22:00:00,127
1503960366,5,1,2016-05-01,Sunday,23:00:00,161
